transaction_id,client_id,transaction_date,product_type,amount,revenue,status
1339,1898,2023-10-13,credit,63049.45,3152.47,success
1340,86,2024-12-25,card,5422.38,81.34,success
1341,1491,2024-12-03,card,3637.86,54.57,success
1342,926,2024-11-14,card,1537.37,15.37,success
1343,53,2024-10-19,card,1970.82,19.71,success
1344,860,2024-09-15,card,2410.8,24.11,success
1345,867,2024-12-22,card,4566.79,0.0,declined
1346,1259,2024-02-05,credit,52919.92,2646.0,success
1347,1983,2024-12-08,credit,32272.93,1613.65,success
1348,1803,2023-06-17,card,2434.95,24.35,success
1349,1823,2024-10-15,credit,68261.42,3413.07,success
1350,433,2024-11-02,card,5335.73,80.04,success
1351,1520,2024-10-19,credit,22561.17,1128.06,success
1352,999,2024-11-07,card,3217.66,32.18,success
1353,100,2024-11-14,credit,69375.31,3468.77,success
1354,990,2024-01-02,investment,84984.93,1699.7,success
1355,599,2024-04-28,credit,44173.0,2208.65,success
1356,403,2024-12-23,card,3703.47,55.55,success
1357,396,2024-07-05,card,5877.28,88.16,success
1358,1551,2024-11-04,card,4663.51,0.0,declined
1359,415,2024-06-09,card,1196.99,11.97,success
1360,939,2024-08-31,card,3869.15,0.0,declined
1361,1637,2024-02-25,investment,83842.97,1676.86,success
1362,677,2024-12-09,card,1774.71,17.75,success
1363,463,2024-10-03,card,2788.15,27.88,success
1364,541,2024-11-07,credit,33542.94,0.0,declined
1365,1650,2024-08-03,credit,91498.12,6862.36,success
1366,1643,2023-10-19,credit,85385.95,0.0,declined
1367,1946,2024-08-27,credit,54331.39,2716.57,success
1368,1388,2023-11-30,card,3174.71,31.75,success
1369,1154,2024-04-08,investment,56531.22,1130.62,success
1370,84,2024-12-27,card,5133.13,51.33,success
1371,271,2024-04-12,card,1892.82,18.93,success
1372,244,2024-01-21,credit,47397.03,2369.85,success
1373,388,2024-11-09,credit,71718.52,0.0,declined
1374,214,2024-10-18,card,3463.15,34.63,success
1375,818,2024-02-17,credit,66090.01,3304.5,success
1376,1190,2024-09-18,card,4548.22,68.22,success
1377,1815,2024-10-02,investment,61005.24,1220.1,success
1378,59,2023-11-25,card,1074.6,0.0,declined
1379,1626,2024-04-21,card,2158.74,21.59,success
1380,883,2024-12-24,card,3970.75,59.56,success
1381,843,2024-08-27,credit,97390.67,7304.3,success
1382,924,2024-09-14,credit,43149.55,2157.48,success
1383,1528,2024-10-25,card,3050.79,45.76,success
1384,1730,2024-11-17,card,4865.52,48.66,success
1385,123,2024-02-15,card,2426.13,24.26,success
1386,1672,2023-02-11,card,439.68,4.4,success
1387,1437,2023-09-01,credit,39205.46,1960.27,success
1388,1163,2023-12-23,credit,52848.1,2642.41,success
1389,1253,2024-03-03,credit,28283.85,0.0,declined
1390,1298,2023-12-28,card,4320.77,43.21,success
1391,439,2023-12-30,card,3858.41,57.88,success
1392,1022,2024-12-09,card,4097.51,40.98,success
1393,562,2024-12-18,credit,41460.39,2073.02,success
1394,1934,2024-06-25,card,1349.98,13.5,success
1395,118,2024-04-10,credit,58451.2,2922.56,success
1396,1738,2024-12-01,card,2160.18,21.6,success
1397,905,2024-10-26,card,2329.83,23.3,success
1398,1507,2024-01-07,card,7900.07,118.5,success
1399,395,2024-11-16,card,2935.47,29.35,success
1400,1727,2024-07-04,card,3447.23,51.71,success
1401,876,2024-08-25,investment,70316.86,1406.34,success
1402,1484,2023-10-04,credit,65166.75,3258.34,success
1403,1859,2024-08-25,investment,51304.26,1026.09,success
1404,1717,2024-01-22,card,4075.45,40.75,success
1405,935,2024-12-18,card,2801.81,0.0,declined
1406,1102,2024-09-17,credit,20386.68,1019.33,success
1407,952,2023-10-07,card,5427.51,54.28,success
1408,1436,2024-11-12,card,2329.45,23.29,success
1409,75,2024-05-19,card,3016.06,30.16,success
1410,295,2024-03-18,investment,78812.97,1576.26,success
1411,1817,2024-02-18,credit,112180.72,0.0,declined
1412,21,2024-05-26,card,5394.73,80.92,success
1413,1930,2023-08-25,credit,49232.73,2461.64,success
1414,1195,2024-02-15,card,4878.08,48.78,success
1415,1039,2024-12-11,credit,37081.84,1854.09,success
1416,1235,2024-09-16,credit,70520.28,3526.01,success
1417,560,2023-05-01,card,3628.3,36.28,success
1418,1110,2023-10-13,card,2445.57,24.46,success
1419,1173,2024-11-26,card,4751.3,47.51,success
1420,1724,2024-07-08,credit,59622.7,2981.14,success
1421,372,2024-04-05,card,1236.67,12.37,success
1422,1504,2024-03-05,card,3695.67,36.96,success
1423,818,2023-08-26,card,2369.61,23.7,success
1424,1175,2024-01-26,credit,54449.3,2722.47,success
1425,1165,2024-06-26,card,2577.81,0.0,declined
1426,1093,2024-10-18,card,4399.14,65.99,success
1427,1284,2024-12-17,card,3189.39,31.89,success
1428,846,2024-12-20,credit,74376.42,3718.82,success
1429,1992,2024-06-12,card,2460.87,24.61,success
1430,521,2024-09-18,card,2636.6,26.37,success
1431,1657,2024-10-10,credit,13160.57,658.03,success
1432,371,2024-12-22,card,2733.28,0.0,declined
1433,1443,2023-11-29,card,3180.56,31.81,success
1434,101,2024-09-05,card,3322.48,33.22,success
1435,661,2024-12-07,credit,68144.69,3407.23,success
1436,1978,2024-02-21,card,2421.1,24.21,success
1437,1682,2024-11-09,credit,57831.43,2891.57,success
1438,1889,2024-03-29,credit,54923.41,2746.17,success
1439,968,2024-08-19,card,2018.33,20.18,success
1440,243,2023-12-17,card,3944.21,39.44,success
1441,753,2024-06-18,credit,88931.48,4446.57,success
1442,512,2024-05-15,card,2341.19,0.0,declined
1443,849,2024-01-23,card,3739.88,37.4,success
1444,555,2024-12-22,card,2956.65,29.57,success
1445,1119,2024-06-22,credit,43082.45,2154.12,success
1446,226,2024-12-14,credit,48517.62,2425.88,success
1447,1542,2024-05-22,card,1606.87,16.07,success
1448,214,2024-12-05,investment,75854.59,1517.09,success
1449,718,2024-07-04,card,5464.13,81.96,success
1450,67,2024-08-20,credit,47417.95,2370.9,success
1451,396,2024-10-09,investment,101304.26,3039.13,success
1452,612,2024-10-03,card,5084.98,50.85,success
1453,1036,2024-03-18,card,4839.44,48.39,success
1454,1261,2024-12-01,card,1819.73,18.2,success
1455,1858,2024-12-20,investment,142580.16,2851.6,success
1456,770,2024-12-08,card,5006.14,50.06,success
1457,1423,2024-12-11,card,4098.71,0.0,declined
1458,407,2024-08-07,card,3648.07,54.72,success
1459,925,2024-12-12,card,1414.82,21.22,success
1460,1873,2024-05-24,credit,88793.83,4439.69,success
1461,1504,2024-03-09,card,2220.05,22.2,success
1462,647,2024-11-16,card,6097.58,91.46,success
1463,222,2024-09-30,credit,46304.38,2315.22,success
1464,1180,2024-11-20,card,5647.32,56.47,success
1465,654,2023-08-07,credit,44105.35,2205.27,success
1466,428,2024-10-19,card,100.0,1.0,success
1467,1182,2024-10-10,card,1485.01,0.0,declined
1468,977,2023-04-29,investment,62077.79,1862.33,success
1469,1440,2024-06-09,credit,62833.45,4712.51,success
1470,1006,2024-08-26,credit,38188.29,1909.41,success
1471,1350,2023-12-19,card,4022.75,60.34,success
1472,371,2024-11-27,card,4121.21,41.21,success
1473,1368,2024-10-16,card,972.25,9.72,success
1474,1286,2024-12-27,credit,107881.38,8091.1,success
1475,1307,2024-12-27,card,4006.15,60.09,success
1476,850,2024-05-19,card,3954.11,39.54,success
1477,856,2024-01-21,credit,39891.85,1994.59,success
1478,229,2024-06-21,investment,110868.23,2217.36,success
1479,1912,2024-11-22,card,6726.22,0.0,declined
1480,280,2024-01-19,card,4788.72,47.89,success
1481,1894,2024-09-24,card,3087.16,30.87,success
1482,1314,2024-05-05,investment,39054.51,0.0,declined
1483,1704,2024-04-17,credit,20737.97,0.0,declined
1484,1071,2024-10-02,card,3365.43,0.0,declined
1485,975,2024-10-25,card,1883.63,18.84,success
1486,1739,2024-11-05,card,1180.06,11.8,success
1487,1238,2024-09-29,card,2179.17,21.79,success
1488,758,2024-12-25,credit,85795.82,4289.79,success
1489,1048,2024-10-07,investment,75052.29,1501.05,success
1490,321,2024-12-08,card,3167.59,31.68,success
1491,274,2024-08-31,credit,35654.34,1782.72,success
1492,556,2024-12-29,card,3990.39,39.9,success
1493,844,2024-10-31,card,3832.32,38.32,success
1494,1337,2023-10-13,card,3969.91,39.7,success
1495,1387,2024-09-16,credit,64285.02,0.0,declined
1496,668,2024-05-21,investment,137492.26,2749.85,success
1497,1000,2024-11-07,credit,38760.44,2907.03,success
1498,380,2024-07-04,card,3655.49,36.55,success
1499,711,2024-12-30,investment,123764.57,0.0,declined
1500,1943,2024-12-17,card,4255.01,0.0,declined
1501,1698,2024-12-16,credit,66059.99,0.0,declined
1502,1931,2024-05-10,investment,86931.74,0.0,declined
1503,1494,2023-10-28,card,1146.04,17.19,success
1504,746,2024-10-04,card,4172.28,41.72,success
1505,675,2024-07-17,credit,35139.57,2635.47,success
1506,116,2024-09-29,card,307.01,3.07,success
1507,605,2024-11-30,card,5173.94,51.74,success
1508,1066,2024-04-26,card,5039.67,75.6,success
1509,1820,2024-07-31,investment,98353.06,1967.06,success
1510,379,2024-06-28,credit,84301.76,4215.09,success
1511,1746,2024-11-23,investment,162745.3,4882.36,success
1512,1230,2024-10-09,card,2677.96,40.17,success
1513,466,2024-03-19,investment,83761.73,1675.23,success
1514,1756,2024-08-03,card,2087.77,0.0,declined
1515,280,2024-10-15,card,2562.09,25.62,success
1516,1672,2024-10-19,credit,69640.49,3482.02,success
1517,618,2024-07-14,card,4016.52,40.17,success
1518,118,2024-06-12,investment,98209.28,1964.19,success
1519,1261,2024-07-21,investment,54967.13,1099.34,success
1520,309,2024-06-08,card,1642.29,24.63,success
1521,1480,2024-12-25,card,2876.07,28.76,success
1522,1924,2024-10-15,credit,68856.84,3442.84,success
1523,1499,2024-03-22,card,2395.79,23.96,success
1524,100,2024-10-28,card,3320.02,0.0,declined
1525,261,2024-11-02,card,2431.52,24.32,success
1526,993,2024-06-16,card,4214.67,0.0,declined
1527,1329,2024-05-19,card,1285.07,12.85,success
1528,1378,2024-03-16,card,1833.12,0.0,declined
1529,286,2024-11-25,credit,17656.97,0.0,declined
1530,328,2024-07-01,credit,39460.9,1973.05,success
1531,1127,2024-06-28,card,1818.32,18.18,success
1532,63,2024-10-27,card,100.0,1.0,success
1533,687,2024-05-08,credit,41402.55,0.0,declined
1534,1306,2024-11-27,card,1349.62,13.5,success
1535,1465,2024-12-15,investment,46375.61,927.51,success
1536,1317,2024-04-24,card,5293.29,79.4,success
1537,738,2024-10-08,card,2422.26,24.22,success
1538,1031,2024-12-17,credit,41654.39,2082.72,success
1539,639,2024-06-06,card,991.06,0.0,declined
1540,936,2024-10-08,card,1463.66,14.64,success
1541,1116,2024-12-14,credit,37374.59,1868.73,success
1542,1959,2024-01-05,investment,129409.23,2588.18,success
1543,1214,2024-11-09,card,2633.52,26.34,success
1544,1895,2024-06-19,credit,120666.08,9049.96,success
1545,476,2024-07-27,card,3805.24,38.05,success
1546,1535,2024-07-04,investment,129639.04,2592.78,success
1547,1486,2024-04-10,card,1509.62,22.64,success
1548,53,2024-06-22,credit,52103.67,2605.18,success
1549,754,2024-02-07,card,5773.31,86.6,success
1550,486,2024-12-23,card,4833.52,48.34,success
1551,1668,2024-07-07,card,4849.56,0.0,declined
1552,1514,2023-12-25,credit,33718.58,1685.93,success
1553,1388,2024-12-24,card,2155.95,21.56,success
1554,1136,2024-04-05,card,2013.93,20.14,success
1555,409,2024-08-07,card,4602.75,46.03,success
1556,1031,2024-09-15,credit,46659.97,2333.0,success
1557,1766,2024-12-30,card,5995.19,89.93,success
1558,668,2024-04-18,card,2903.45,29.03,success
1559,1221,2024-09-13,card,4191.7,41.92,success
1560,835,2024-10-09,credit,49235.36,0.0,declined
1561,876,2023-11-27,credit,53076.95,2653.85,success
1562,1759,2024-12-19,card,2216.89,0.0,declined
1563,367,2024-08-07,card,2685.12,26.85,success
1564,1002,2024-08-10,credit,30668.49,1533.42,success
1565,250,2024-10-14,card,5587.76,83.82,success
1566,1940,2024-10-29,investment,62200.91,1244.02,success
1567,1619,2024-08-15,credit,55459.8,2772.99,success
1568,1264,2024-08-02,card,3363.68,33.64,success
1569,380,2024-10-22,credit,39530.95,1976.55,success
1570,1931,2024-02-22,credit,75862.96,0.0,declined
1571,872,2024-07-06,card,6047.82,60.48,success
1572,835,2024-06-11,card,4013.39,0.0,declined
1573,1495,2024-04-26,credit,55092.85,4131.96,success
1574,775,2023-07-01,investment,121591.7,2431.83,success
1575,919,2024-03-31,credit,42890.05,2144.5,success
1576,1725,2024-06-28,credit,143436.69,10757.75,success
1577,455,2024-12-15,credit,32018.06,1600.9,success
1578,366,2023-10-11,card,2605.31,26.05,success
1579,1314,2023-06-22,credit,28545.17,0.0,declined
1580,1898,2024-01-23,card,3731.86,37.32,success
1581,403,2024-11-28,investment,86592.59,2597.78,success
1582,58,2024-09-07,credit,88553.76,4427.69,success
1583,521,2024-09-15,credit,88661.3,4433.07,success
1584,1328,2024-04-02,card,1763.22,17.63,success
1585,1139,2024-09-24,card,5484.48,54.84,success
1586,210,2023-09-20,card,10303.0,154.54,success
1587,1065,2024-03-12,card,3004.54,30.05,success
1588,816,2024-01-18,credit,89393.5,6704.51,success
1589,173,2024-03-26,card,6091.24,60.91,success
1590,234,2024-05-21,card,3881.13,58.22,success
1591,793,2024-09-23,investment,65262.11,1305.24,success
1592,1908,2023-06-30,card,3449.28,34.49,success
1593,1614,2024-06-03,credit,65625.14,3281.26,success
1594,1644,2024-08-04,card,7272.41,109.09,success
1595,793,2024-07-04,card,1540.51,15.41,success
1596,1427,2024-02-05,credit,34505.46,1725.27,success
1597,1063,2024-02-18,credit,45811.38,2290.57,success
1598,119,2023-08-21,credit,85245.72,6393.43,success
1599,335,2024-12-05,card,4743.79,47.44,success
1600,1360,2024-05-27,investment,103307.88,0.0,declined
1601,1563,2024-12-18,card,4296.04,0.0,declined
1602,1640,2024-11-01,card,2120.29,21.2,success
1603,1098,2024-02-11,credit,66427.91,4982.09,success
1604,1215,2024-10-10,card,5367.16,80.51,success
1605,324,2024-06-04,credit,58370.53,4377.79,success
1606,1011,2024-06-14,investment,70432.1,1408.64,success
1607,1171,2024-05-19,card,5323.38,53.23,success
1608,1791,2024-07-14,card,5229.24,52.29,success
1609,284,2024-03-10,card,6495.3,97.43,success
1610,213,2023-11-16,card,2448.21,24.48,success
1611,1659,2024-11-19,card,3815.71,0.0,declined
1612,1742,2024-12-24,credit,32007.63,1600.38,success
1613,929,2024-09-21,card,3627.96,36.28,success
1614,752,2023-09-08,card,3814.76,38.15,success
1615,1418,2024-08-29,investment,117384.95,2347.7,success
1616,339,2024-06-07,card,3466.26,34.66,success
1617,1822,2024-11-28,credit,48407.16,2420.36,success
1618,1046,2024-01-16,card,3345.25,0.0,declined
1619,1795,2023-06-30,card,2149.54,21.5,success
1620,1893,2024-10-21,card,4431.25,44.31,success
1621,105,2024-10-06,card,4466.93,0.0,declined
1622,1490,2024-08-26,credit,73264.25,3663.21,success
1623,1483,2024-09-25,investment,102383.52,2047.67,success
1624,1456,2024-11-30,card,4839.42,48.39,success
1625,770,2024-12-17,credit,31371.29,1568.56,success
1626,716,2023-09-19,card,2610.41,26.1,success
1627,1846,2024-09-05,card,5291.11,52.91,success
1628,1798,2024-12-25,credit,72189.32,3609.47,success
1629,1643,2023-08-22,card,4570.76,45.71,success
1630,763,2023-07-07,card,2915.87,29.16,success
1631,1960,2024-04-30,credit,99203.42,7440.26,success
1632,1245,2024-04-16,credit,60219.23,3010.96,success
1633,379,2024-12-26,investment,108930.88,0.0,declined
1634,1246,2024-12-05,credit,1007.6,50.38,success
1635,1282,2024-12-22,investment,136604.29,2732.09,success
1636,713,2024-03-26,card,1406.7,0.0,declined
1637,1391,2024-05-12,investment,77526.62,1550.53,success
1638,1794,2024-02-09,card,7242.01,108.63,success
1639,1373,2023-04-07,card,3879.68,38.8,success
1640,225,2024-11-21,card,4126.64,41.27,success
1641,1738,2024-10-08,card,3516.2,35.16,success
1642,738,2024-10-20,credit,62471.99,3123.6,success
1643,236,2024-10-30,card,6077.16,91.16,success
1644,183,2024-12-14,card,4952.58,49.53,success
1645,712,2024-12-03,credit,87076.68,4353.83,success
1646,1893,2024-09-13,credit,100.0,5.0,success
1647,1782,2024-05-30,card,1172.78,11.73,success
1648,444,2024-12-17,investment,115833.94,2316.68,success
1649,1889,2024-12-25,card,5293.02,52.93,success
1650,623,2024-12-26,investment,112579.33,3377.38,success
1651,1030,2023-06-24,card,3977.89,59.67,success
1652,1260,2024-08-27,card,2272.03,22.72,success
1653,1151,2023-10-04,card,4120.04,41.2,success
1654,1128,2024-09-02,card,4608.16,0.0,declined
1655,749,2024-12-27,card,5183.2,51.83,success
1656,1939,2023-11-22,card,4469.77,44.7,success
1657,1504,2024-08-11,credit,22244.94,1112.25,success
1658,155,2023-10-25,card,4708.05,47.08,success
1659,257,2024-08-23,investment,44785.46,895.71,success
1660,235,2024-12-11,card,486.24,0.0,declined
1661,500,2024-03-03,credit,53909.0,2695.45,success
1662,289,2024-11-01,card,210.88,0.0,declined
1663,510,2024-07-21,credit,36510.16,1825.51,success
1664,1576,2024-06-29,card,2850.08,28.5,success
1665,1824,2024-12-18,card,2012.84,20.13,success
1666,709,2024-12-28,card,2097.97,31.47,success
1667,785,2024-08-19,credit,70237.96,5267.85,success
1668,894,2023-12-16,investment,123728.99,3711.87,success
1669,776,2024-03-19,card,100.0,1.5,success
1670,1593,2024-06-02,credit,76939.08,3846.95,success
1671,298,2024-12-22,investment,89798.96,1795.98,success
1672,1634,2024-12-15,card,2476.95,24.77,success
1673,137,2024-09-21,credit,62058.72,3102.94,success
1674,376,2024-09-18,credit,51086.26,2554.31,success
1675,87,2023-11-07,credit,47896.41,2394.82,success
1676,1443,2023-12-02,card,2195.33,21.95,success
1677,1778,2024-09-17,credit,82019.26,4100.96,success
1678,1223,2023-10-28,card,5558.6,55.59,success
1679,1487,2024-06-23,credit,61720.52,3086.03,success
1680,437,2024-04-09,card,5591.21,55.91,success
1681,1334,2024-10-22,card,3312.6,0.0,declined
1682,1620,2024-08-07,card,3031.39,30.31,success
1683,1778,2023-11-14,card,2627.02,26.27,success
1684,1305,2024-11-17,credit,66299.76,4972.48,success
1685,1347,2024-12-07,credit,51030.05,2551.5,success
1686,764,2024-06-03,credit,41111.17,0.0,declined
1687,702,2023-10-24,card,4622.37,46.22,success
1688,1975,2024-12-02,card,7419.52,111.29,success
1689,942,2024-09-18,card,3195.54,31.96,success
1690,152,2024-08-25,card,3127.33,31.27,success
1691,1326,2024-11-05,card,3101.61,46.52,success
1692,1302,2024-11-04,credit,80057.24,6004.29,success
1693,1675,2024-01-19,card,565.17,5.65,success
1694,1712,2024-02-22,card,100.0,1.0,success
1695,1032,2023-07-14,credit,100.0,5.0,success
1696,807,2024-07-25,card,2957.81,0.0,declined
1697,235,2024-02-15,card,2400.31,24.0,success
1698,675,2024-04-17,card,2810.25,42.15,success
1699,561,2023-09-16,card,4134.08,41.34,success
1700,1326,2024-02-26,investment,140615.4,4218.46,success
1701,38,2024-12-27,card,3192.62,31.93,success
1702,1160,2024-08-10,credit,81224.13,6091.81,success
1703,822,2024-04-07,card,6812.38,102.19,success
1704,421,2023-12-29,investment,97452.85,2923.59,success
1705,1243,2024-07-18,card,5327.1,79.91,success
1706,348,2024-10-11,credit,38728.63,2904.65,success
1707,1832,2024-08-29,investment,111431.05,2228.62,success
1708,1570,2024-10-07,card,3547.74,35.48,success
1709,1888,2024-11-24,card,3838.8,38.39,success
1710,1103,2023-11-08,card,1418.87,14.19,success
1711,748,2024-11-16,credit,43609.75,2180.49,success
1712,1919,2024-09-04,card,3772.29,37.72,success
1713,273,2024-11-11,card,2220.82,22.21,success
1714,1185,2023-09-12,investment,48048.71,960.97,success
1715,1711,2024-12-19,card,2612.67,26.13,success
1716,1902,2024-11-25,card,2263.57,22.64,success
1717,308,2024-10-15,credit,78084.84,3904.24,success
1718,1398,2024-09-03,card,1257.26,12.57,success
1719,976,2024-12-20,card,6759.82,0.0,declined
1720,733,2024-12-26,card,2475.17,0.0,declined
1721,1033,2023-04-15,credit,29557.62,1477.88,success
1722,1825,2023-11-25,credit,49360.05,2468.0,success
1723,444,2024-10-28,card,3447.41,0.0,declined
1724,1137,2024-12-25,card,5786.67,86.8,success
1725,1229,2023-12-15,card,3868.45,0.0,declined
1726,405,2023-12-11,credit,54333.75,2716.69,success
1727,1722,2023-10-27,credit,15579.06,778.95,success
1728,853,2023-12-13,card,1526.38,0.0,declined
1729,1221,2024-08-23,card,3407.19,34.07,success
1730,778,2024-05-13,card,2124.31,31.86,success
1731,1798,2024-12-25,card,4168.13,41.68,success
1732,1784,2024-11-30,credit,39121.34,1956.07,success
1733,115,2024-02-15,card,7519.11,112.79,success
1734,1145,2024-08-22,card,378.28,5.67,success
1735,1677,2024-02-25,card,2613.96,26.14,success
1736,65,2024-09-20,credit,68996.81,3449.84,success
1737,1300,2024-10-25,credit,64412.21,3220.61,success
1738,825,2024-08-01,investment,11447.47,0.0,declined
1739,239,2023-09-06,credit,44026.24,2201.31,success
1740,302,2024-09-20,investment,74605.17,1492.1,success
1741,1416,2024-11-13,card,4134.77,41.35,success
1742,1546,2024-12-10,card,2140.71,21.41,success
1743,969,2024-07-14,card,2698.72,26.99,success
1744,369,2024-08-09,card,5974.16,89.61,success
1745,233,2024-02-08,credit,42823.9,0.0,declined
1746,195,2024-12-03,card,2709.37,27.09,success
1747,907,2024-08-14,card,3979.28,39.79,success
1748,1036,2024-09-26,investment,94443.11,0.0,declined
1749,1930,2024-01-22,card,3799.53,38.0,success
1750,921,2024-09-20,card,1103.86,11.04,success
1751,689,2024-07-22,investment,92922.45,2787.67,success
1752,177,2024-11-19,credit,56919.74,2845.99,success
1753,217,2024-07-28,credit,62733.96,3136.7,success
1754,1035,2024-03-04,credit,36328.69,1816.43,success
1755,1470,2024-06-23,card,5017.44,50.17,success
1756,630,2024-08-04,investment,61598.73,1231.97,success
1757,164,2023-09-02,card,1952.59,19.53,success
1758,1575,2023-09-27,card,3420.93,51.31,success
1759,53,2024-04-26,card,3969.23,39.69,success
1760,218,2024-11-14,card,1590.32,15.9,success
1761,1742,2024-11-08,credit,35132.8,1756.64,success
1762,999,2024-08-12,investment,67502.61,0.0,declined
1763,824,2023-12-26,card,7233.0,72.33,success
1764,1384,2024-09-30,card,4617.98,46.18,success
1765,385,2024-11-10,card,3626.8,36.27,success
1766,56,2024-12-18,card,1710.32,17.1,success
1767,118,2023-05-20,credit,101787.79,5089.39,success
1768,900,2024-05-18,card,3217.03,32.17,success
1769,1277,2024-09-23,card,4279.88,42.8,success
1770,798,2024-04-08,card,898.15,8.98,success
1771,780,2024-08-20,investment,113562.87,3406.89,success
1772,1016,2024-04-03,card,3202.68,32.03,success
1773,803,2023-12-08,card,1470.5,14.71,success
1774,845,2024-08-28,investment,65886.87,1317.74,success
1775,1204,2024-01-25,card,2970.39,29.7,success
1776,1439,2024-11-28,card,4381.36,65.72,success
1777,1894,2023-12-24,card,2847.56,28.48,success
1778,1259,2024-04-14,card,5163.77,51.64,success
1779,855,2024-02-13,card,2844.66,42.67,success
1780,708,2023-09-12,credit,63977.64,4798.32,success
1781,1844,2024-12-29,investment,69811.88,2094.36,success
1782,1104,2024-12-22,card,5465.53,81.98,success
1783,1671,2024-12-18,credit,76494.73,5737.1,success
1784,22,2024-11-03,card,4568.7,45.69,success
1785,1501,2024-11-07,investment,38006.8,0.0,declined
1786,843,2024-11-08,card,1965.69,29.49,success
1787,1464,2024-12-19,investment,189946.06,5698.38,success
1788,1761,2024-08-25,investment,164125.48,4923.76,success
1789,1594,2024-09-30,credit,61639.88,3081.99,success
1790,1117,2024-12-10,investment,94680.95,1893.62,success
1791,192,2024-12-27,card,5060.13,0.0,declined
1792,1019,2024-08-21,credit,9028.63,451.43,success
1793,1127,2024-08-04,card,1866.89,18.67,success
1794,396,2024-09-23,card,3815.02,57.23,success
1795,1031,2024-10-01,card,1807.79,18.08,success
1796,640,2024-08-27,card,2516.37,0.0,declined
1797,1019,2024-09-21,card,4888.29,48.88,success
1798,567,2024-07-28,card,3456.69,34.57,success
1799,231,2024-08-29,credit,58463.13,4384.73,success
1800,874,2024-08-15,card,2285.88,22.86,success
1801,574,2023-10-01,card,3412.27,34.12,success
1802,240,2024-11-01,card,1411.32,21.17,success
1803,90,2024-07-28,credit,114814.62,8611.1,success
1804,232,2024-03-21,credit,60763.84,3038.19,success
1805,457,2024-11-14,card,2454.48,24.54,success
1806,233,2024-07-04,card,4042.83,60.64,success
1807,354,2024-09-10,card,4195.99,62.94,success
1808,1005,2024-12-28,card,2726.06,0.0,declined
1809,1357,2024-07-05,card,5827.72,87.42,success
1810,439,2023-10-03,card,1602.06,24.03,success
1811,1399,2024-10-25,investment,67515.78,1350.32,success
1812,1316,2024-12-09,card,2486.22,24.86,success
1813,345,2024-08-18,credit,37511.63,1875.58,success
1814,664,2024-06-05,card,2234.72,0.0,declined
1815,1452,2024-06-20,credit,54222.34,2711.12,success
1816,657,2024-09-17,investment,112593.78,3377.81,success
1817,130,2024-10-03,card,2267.72,22.68,success
1818,141,2024-12-19,investment,72027.46,1440.55,success
1819,415,2024-12-18,investment,90414.89,1808.3,success
1820,1117,2024-09-13,credit,66300.32,3315.02,success
1821,626,2024-03-28,credit,31963.58,1598.18,success
1822,284,2024-05-05,credit,75425.56,5656.92,success
1823,1980,2024-08-09,card,3512.33,35.12,success
1824,1947,2024-05-03,credit,14831.48,741.57,success
1825,1679,2024-12-29,card,5010.58,50.11,success
1826,223,2024-12-15,credit,55014.61,2750.73,success
1827,744,2024-11-25,card,5079.5,76.19,success
1828,463,2024-06-03,credit,76154.45,3807.72,success
1829,1569,2023-06-27,card,2347.75,23.48,success
1830,1300,2024-10-20,card,1091.26,10.91,success
1831,1706,2024-12-15,card,2208.32,0.0,declined
1832,1164,2024-11-06,card,2582.47,25.82,success
1833,357,2023-07-22,credit,73785.21,3689.26,success
1834,1737,2024-09-08,investment,86049.98,1721.0,success
1835,1047,2024-07-14,card,1762.83,17.63,success
1836,1992,2024-08-14,investment,11974.73,239.49,success
1837,1760,2023-11-23,card,2969.71,44.55,success
1838,1904,2024-08-10,credit,51575.32,2578.77,success
1839,1294,2023-09-14,credit,49840.64,2492.03,success
1840,859,2024-10-16,investment,89402.36,0.0,declined
1841,665,2023-08-10,credit,35923.33,1796.17,success
1842,1357,2024-05-23,credit,93258.15,6994.36,success
1843,1015,2024-06-08,credit,18644.55,932.23,success
1844,85,2024-09-27,investment,83028.41,1660.57,success
1845,621,2024-09-04,card,4012.14,0.0,declined
1846,1055,2024-07-21,credit,44787.13,2239.36,success
1847,1765,2023-07-17,investment,249409.07,7482.27,success
1848,240,2024-10-28,card,3202.71,48.04,success
1849,1914,2023-01-10,card,4741.77,47.42,success
1850,363,2024-09-16,card,1436.84,14.37,success
1851,822,2024-01-04,card,7534.55,113.02,success
1852,1413,2024-05-28,credit,16432.21,0.0,declined
1853,1677,2024-04-15,investment,32292.44,645.85,success
1854,668,2024-05-28,card,823.94,8.24,success
1855,1323,2023-08-25,card,8242.65,123.64,success
1856,1881,2024-12-21,card,1419.31,14.19,success
1857,1395,2023-11-19,card,1848.41,0.0,declined
1858,99,2023-11-24,investment,123369.05,2467.38,success
1859,47,2024-12-30,card,4426.92,44.27,success
1860,839,2024-07-07,card,2508.28,25.08,success
1861,422,2024-05-22,card,9868.57,148.03,success
1862,1504,2024-03-01,credit,81439.36,0.0,declined
1863,1603,2024-05-04,credit,41298.84,2064.94,success
1864,62,2024-08-20,card,5488.04,54.88,success
1865,1133,2024-05-29,credit,76688.34,3834.42,success
1866,1703,2024-06-14,credit,52864.15,2643.21,success
1867,1573,2023-11-07,card,3864.01,38.64,success
